Winding,Cooling System,OPS,Oil,Profit
0.8,0.8,0.2,0.6,-521.8
0.8,0.8,0.2,0.4,-6651.2
0.8,0.8,0.2,0.2,-6675.3
0.8,0.8,0.2,0.0,-1113.6
0.8,0.8,0.0,1.0,-318.7
0.8,0.8,0.0,0.8,-985.3
0.8,0.8,0.0,0.6,-521.8
0.8,0.8,0.0,0.4,-6651.2
0.8,0.8,0.0,0.2,-6675.3
0.8,0.8,0.0,0.0,-1113.6
0.8,0.6,1.0,1.0,0.0
0.8,0.6,1.0,0.8,0.0
0.8,0.6,1.0,0.6,0.0
0.8,0.6,1.0,0.4,0.0
0.8,0.6,1.0,0.2,0.0
0.8,0.6,1.0,0.0,0.0
0.8,0.6,0.8,1.0,-135.4
0.8,0.6,0.8,0.8,0.0
0.8,0.6,0.8,0.6,0.0
0.8,0.6,0.8,0.4,-249.7
0.8,0.6,0.8,0.2,0.0
0.8,0.6,0.8,0.0,0.0
0.8,0.6,0.6,1.0,-572.2
0.8,0.6,0.6,0.8,0.0
0.8,0.6,0.6,0.6,-826.4
0.8,0.6,0.6,0.4,-826.1
0.8,0.6,0.6,0.2,0.0
0.8,0.6,0.6,0.0,-1148.4
0.8,0.6,0.4,1.0,0.0
0.8,0.6,0.4,0.8,-5999.9
0.8,0.6,0.4,0.6,-6006.0
0.8,0.6,0.4,0.4,-6333.8
0.8,0.6,0.4,0.2,-6002.0
0.8,0.6,0.4,0.0,-6310.4
0.8,0.6,0.2,1.0,-612.3
0.8,0.6,0.2,0.8,0.0
0.8,0.6,0.2,0.6,-3521.2
0.8,0.6,0.2,0.4,-6671.3
0.8,0.6,0.2,0.2,-6671.2
0.8,0.6,0.2,0.0,-1459.9
0.8,0.6,0.0,1.0,-612.3
0.8,0.6,0.0,0.8,0.0
0.8,0.6,0.0,0.6,-3521.2
0.8,0.6,0.0,0.4,-6671.3
0.8,0.6,0.0,0.2,-6671.2
0.8,0.6,0.0,0.0,-1459.9
0.8,0.4,1.0,1.0,0.0
0.8,0.4,1.0,0.8,0.0
0.8,0.4,1.0,0.6,0.0
0.8,0.4,1.0,0.4,0.0
0.8,0.4,1.0,0.2,0.0
0.8,0.4,1.0,0.0,0.0
0.8,0.4,0.8,1.0,-362.7
0.8,0.4,0.8,0.8,-47.9
0.8,0.4,0.8,0.6,-811.5
0.8,0.4,0.8,0.4,-778.8
0.8,0.4,0.8,0.2,-811.0
0.8,0.4,0.8,0.0,-250.6
0.8,0.4,0.6,1.0,-288.6
0.8,0.4,0.6,0.8,0.0
0.8,0.4,0.6,0.6,0.0
0.8,0.4,0.6,0.4,-495.4
0.8,0.4,0.6,0.2,-829.3
0.8,0.4,0.6,0.0,-1129.9
0.8,0.4,0.4,1.0,2.4
0.8,0.4,0.4,0.8,-5733.4
0.8,0.4,0.4,0.6,-5734.6
0.8,0.4,0.4,0.4,-6314.4
