CentroProducao;Central;Central_ID;Grupo;Segmento;TipoUso;TipoProducao;Central.Estado;Componente;ReferenciaLabelec;Transformador_ID;Fases;Substituido;Local_Caverna;Transf_Reserva;Descricao;Fabricante;Potencia_kVA;Tensao_Primario_kV;Tensao_Secundario_kV;Tensao_Terciario_kV;Max_Tensao_kV;AnoFabrico;TipoOleo;PesoOleo_Ton;Tipo_ID;Transformador.Estado;ID;Grupo_ID;Componente_ID;NRel;DataEnsaio;TempComponente;TempOleo;TempAmb;TempOleoInf;HumRel;Notas;Tipo;Tensao_kV;Tg_Delta_Per;Capacidade_pF;Observacoes;RI_Tensao_V;RI_R1_Mohm;RI_R10_Mohm;RI_IP_R10_R1;RI_Observacoes;RT_Tomada;RT_Nominal;RT_Tensao;RT_FaseR;RT_FaseS;RT_FaseT;RT_FaseR_Desvio;RT_FaseS_Desvio;RT_FaseT_Desvio;RT_FaseR_Angulo;RT_FaseS_Angulo;RT_FaseT_Angulo;RT_Notas;RT_Observacoes;RE_Tomada;RE_FaseR_ohm;RE_FaseR_Desvio;RE_FaseS_ohm;RE_FaseS_Desvio;RE_FaseT_ohm;RE_FaseT_Desvio;RE_Observacoes;IE_Tomada;IE_Tensao_kV;IE_FaseR_I_mA;IE_FaseR_P_W;IE_FaseS_I_mA;IE_FaseS_P_W;IE_FaseT_I_mA;IE_FaseT_P_W;IE_Observacoes;RD_Reactancia_Perc_Fab;RD_Tomada;RD_FaseR_Resistencia_ohm;RD_FaseR_Reactancia_ohm;RD_FaseR_Reactancia_Perc;RD_FaseR_Reactancia_Desvio;RD_FaseR_Impedancia_ohm;RD_FaseR_Impedancia_Perc;RD_FaseS_Resistencia_ohm;RD_FaseS_Reactancia_ohm;RD_FaseS_Reactancia_Perc;RD_FaseS_Reactancia_Desvio;RD_FaseS_Impedancia_ohm;RD_FaseS_Impedancia_Perc;RD_FaseT_Resistencia_ohm;RD_FaseT_Reactancia_ohm;RD_FaseT_Reactancia_Perc;RD_FaseT_Reactancia_Desvio;RD_FaseT_Impedancia_ohm;RD_FaseT_Impedancia_Perc;RD_Observacoes;SFRA_Tipo;SFRA_Azul;SFRA_Vermelho;SFRA_Verde;SFRA_Grafico;SFRA_Banda1_Icorr;SFRA_Banda2_Icorr;SFRA_Banda3_Icorr;SFRA_Banda4_Icorr;SFRA_Banda5_Icorr;SFRA_Observacoes;RID_Tipo;RID_Transicao;RID_FaseR;RID_FaseS;RID_FaseT;RID_Observacoes;DateModified;File
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2068;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;10;20.769;3 x 250/V3;20.806;20.79;20.814;0.178150128;0.101112235;0.216669074;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2069;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;11;20.5;3 x 250/V3;20.5;20.484;20.508;0;-0.07804878;0.03902439;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2070;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;12;20.23;3 x 250/V3;20.246;20.228;20.254;0.07909046;-0.009886307;0.11863569;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2071;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;13;19.96;3 x 250/V3;19.992;19.973;19.999;0.160320641;0.065130261;0.195390782;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2072;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;14;19.69;3 x 250/V3;19.686;19.667;19.694;-0.020314881;-0.116810564;0.020314881;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2073;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;15;19.421;3 x 250/V3;19.432;19.413;19.438;0.05663972;-0.041192524;0.087534113;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2074;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;16;19.151;3 x 250/V3;19.178;19.158;19.185;0.140984805;0.036551616;0.177536421;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT/BT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2075;235;893;;05-05-2014;24;21;20;16.7;0.68;;;;;;;;;;;;17;18.888;3 x 250/V3;18.924;18.903;18.93;0.190597205;0.079415502;0.222363405;-30;-29.9;-29.9;;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2076;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;1;215.6;-0.00123533;215.6;-0.00123533;216.4;0.002470661;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2077;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;2;213.7;-0.000467727;213.1;-0.003274088;214.6;0.003741815;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2078;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;3;211;-0.001419782;211;-0.001419782;211.9;0.002839565;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2079;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;4;208.6;-0.001595405;208.7;-0.001116784;209.5;0.002712189;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2080;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;5;206.2;-0.001613944;206.4;-0.000645578;207;0.002259522;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2081;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;6;202.8;-0.001313198;202.8;-0.001313198;203.6;0.002626395;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2082;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;7;199.9;-0.001498501;199.9;-0.001498501;200.8;0.002997003;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2083;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;8;196.8;-0.00135318;196.7;-0.001860622;197.7;0.003213802;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2084;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;9a;193.3;0.000172473;192.9;-0.001897206;193.6;0.001724733;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2085;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;9b;193.2;-1.4711E-16;193;-0.001035197;193.4;0.001035197;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2086;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;9c;193.7;-0.001203163;193.7;-0.001203163;194.4;0.002406325;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2087;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;10;191.7;-0.002255378;192;-0.000693963;192.7;0.002949341;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2088;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;11;189.1;-0.000704597;189;-0.001233046;189.6;0.001937643;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2089;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;12;186.8;-0.000891424;186.7;-0.001426279;187.4;0.002317704;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2090;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;13;184.2;-0.000903996;184;-0.00198879;184.9;0.002892786;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2091;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;14;180.9;-0.001288185;181;-0.000736106;181.5;0.002024291;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2092;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;15;177.9;-0.001122965;177.7;-0.002245929;178.7;0.003368894;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2093;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;16;174.8;-0.001523229;174.9;-0.000952018;175.5;0.002475248;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2094;235;892;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;17;171.5;0.000194401;171.2;-0.00155521;171.7;0.001360809;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (Baixa Tensão);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2095;235;907;;05-05-2014;19;19;17;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;--;0.985;0.00305499;0.974;-0.00814664;0.987;0.00509165;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2096;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;65.353;537.581;56.334;473.454;65.868;541.057;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2097;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;10;67.056;547.92;57.829;482.668;67.545;551.443;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2098;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10;69.088;560.917;59.643;494.256;69.599;564.661;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2099;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;10;70.849;572.302;61.183;504.275;71.338;576.109;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2100;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;10;72.597;583.957;62.747;514.625;73.106;587.971;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2101;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;10;74.793;598.712;64.669;527.565;75.289;602.851;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2102;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;10;76.663;611.475;66.311;538.788;77.145;615.733;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2103;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;78.555;624.654;67.968;550.35;79.022;629.003;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2104;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9a;10;80.476;638.263;69.67;562.367;80.93;642.742;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2105;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;82.688;652.232;71.657;574.752;83.402;658.941;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
Ciclos Combinados;Lares;90;1;Gold;;PRO;Em Exploração;Enrolamentos (AT);S0048 A;347;Trifásico (Fases Dissociadas);FALSE;FALSE;FALSE;1TP;EFACEC;528000;19;410;;410;01-01-2008;NYNAS NYTRO TAURUS;93.5;Principal;Operacional;2106;235;892;;05-05-2014;24;16.7;20;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;10;85.346;669.762;74.013;590.208;85.925;675.17;Valores normais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28-07-2017 16:32;0541_14_PTLR_TP1_11BAT10_S-0048A.xlsx
